date,night_risk,trend,seasonal,residual,month
2025-12-02,0.0,0.0605,-0.062,0.0015,12
2025-12-03,0.0,0.0605,-0.0623,0.0019,12
2025-12-04,0.0,0.0604,-0.062,0.0016,12
2025-12-05,0.0,0.0604,-0.0623,0.0019,12
2025-12-06,0.0,0.0603,-0.0622,0.0019,12
2025-12-07,0.3,0.0603,0.2378,0.0019,12
2025-12-08,0.0,0.0603,-0.0619,0.0016,12
2025-12-09,0.0,0.0602,-0.0622,0.0019,12
2025-12-10,0.0,0.0602,-0.0622,0.002,12
2025-12-11,0.0,0.0602,-0.0621,0.002,12
2025-12-12,0.0,0.0601,-0.0618,0.0017,12
2025-12-13,0.2,0.0601,0.1379,0.002,12
2025-12-14,0.0,0.0601,-0.0621,0.002,12
2025-12-15,0.0,0.06,-0.062,0.002,12
2025-12-16,0.0,0.06,-0.062,0.002,12
2025-12-17,0.2,0.0599,0.138,0.0021,12
2025-12-18,0.0,0.0599,-0.0617,0.0018,12
2025-12-19,0.0,0.0599,-0.0617,0.0018,12
2025-12-20,0.3,0.0598,0.2381,0.0021,12
2025-12-21,0.0,0.0598,-0.0617,0.0019,12
2025-12-22,0.0,0.0598,-0.0617,0.0019,12
2025-12-23,0.0,0.0597,-0.0619,0.0021,12
2025-12-24,0.0,0.0597,-0.0616,0.0019,12
2025-12-25,0.0,0.0597,-0.0616,0.002,12
2025-12-26,0.0,0.0596,-0.0616,0.002,12
2025-12-27,0.3,0.0596,0.2382,0.0022,12
2025-12-28,0.0,0.0595,-0.0618,0.0022,12
2025-12-29,0.3,0.0595,0.2383,0.0022,12
2025-12-30,0.0,0.0595,-0.0615,0.0021,12
2025-12-31,0.0,0.0594,-0.0615,0.0021,12
