GRID_CD,lat,lon,population,pop_density_norm
나마90b37b,35.62985172037365,126.29347195696498,0,0.0
나마99b58a,35.81560683726706,126.39028808973436,0,0.0
나마63a04a,35.324472073190044,125.99549141086264,0,0.0
나마94b62b,35.85564764202642,126.33435761012397,0,0.0
나마99b03b,35.3242945452637,126.39704324592594,0,0.0
나마63a04b,35.32897899141872,125.99540788758638,0,0.0
나마79a63b,35.862873568897136,126.1625831527151,0,0.0
나마99a61b,35.84710631450503,126.38431268532518,0,0.0
나마85b32b,35.58421435970992,126.23897253437475,0,0.0
나마66b07b,35.35649395814503,126.03341654773736,0,0.0
나마98b07a,35.35574697390373,126.38560983017707,0,0.0
나마98a37a,35.62614537640572,126.37634826936964,0,0.0
나마98a04b,35.33315810848618,126.38041862731276,8,0.0011142061281337048
나마87a31b,35.57537198057637,126.2556646420051,5,0.0006963788300835655
나마99a05b,35.342274745130595,126.39129689215021,13,0.0018105849582172701
나마76a00a,35.290109388114615,126.13908222979074,0,0.0
나마99a09a,35.37382799335835,126.3908654489177,0,0.0
나마99b06b,35.351340330122866,126.39667563897606,18,0.0025069637883008357
나마99b08a,35.36486317583033,126.39649165178055,0,0.0
나마98a03a,35.319635265532156,126.38060507558146,23,0.003203342618384401
나마98a02b,35.31512764428907,126.38066719741231,0,0.0
나마82a00b,35.29534108432752,126.20497891821428,0,0.0
나마77a00b,35.29473985811743,126.15000196557612,0,0.0
나마84b79a,36.00325005188321,126.22123835764425,0,0.0
나마89a35b,35.61165577463619,126.27718424235134,0,0.0
나마62b91a,36.10855182435936,125.97512231984969,0,0.0
나마98b58a,35.815504146072996,126.37922053434352,0,0.0
나마65b05a,35.33382511338502,126.02282390006862,0,0.0
나마74b38b,35.636966510549215,126.11666000743065,0,0.0
나마63b04b,35.32904732173261,126.00090745654092,0,0.0
나마63a91a,36.10862238992625,125.9806756686028,0,0.0
나마95b62a,35.85124740186823,126.3454959209343,23,0.003203342618384401
다마28a10b,35.38986067170862,126.70995567460001,0,0.0
다마17b54a,35.78122064193019,126.58992446872429,0,0.0
다마31b77a,35.98964570508985,126.74284632601211,169,0.023537604456824512
다마04a58a,35.81605634072617,126.44009277043155,0,0.0
다마18b48b,35.73172027581319,126.60154560169691,0,0.0
